Date	App Name	App Apple Identifier	App Version	Device	Platform Version	Source Type	Page Type	App Download Date	Territory	Sessions	Total Session Duration	Unique Devices
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	4.4.8	iPhone	iOS 14.6	Web referrer	Product page		CA	1	15	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.0.6	iPhone	iOS 18.6	App Store search	No page		PH	13	91	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.2.10	iPhone	iOS 18.3	App referrer	Product page		JP	1	9	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.2.10	iPhone	iOS 18.6	App referrer	Product page		DE	1	13	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.2.10	iPhone	iOS 18.6	App referrer	Product page		DK	2	5	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.2.10	iPhone	iOS 18.6	Web referrer	Product page		US	27	880	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.2.12	iPhone	iOS 18.5	App Store search	Product page		JP	1	6	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.2.3	iPhone	iOS 18.6	Web referrer	Store sheet		AU	1	106	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.2.4	iPhone	iOS 18.6	App Store search	Product page		US	1	2	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.4.4	iPhone	iOS 16.1	Web referrer	Product page		GB	99	4698	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.4.4	iPhone	iOS 18.6	App Store search	No page		CA	4	365	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.4.5	iPhone	iOS 18.5	App Store browse	No page		KR	15	781	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.4.6	iPhone	iOS 18.5	App Store search	No page		US	18	395	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.4.9	iPhone	iOS 16.7	App Store search	No page		US	4	66	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.4.9	iPhone	iOS 18.4	App Store search	No page		SI	1	17	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.4.9	iPhone	iOS 18.4	App Store search	No page		US	15	207	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.5.0	iPhone	iOS 18.6	App Store search	No page		CA	2	20	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.5.0	iPhone	iOS 18.6	App Store search	No page		US	4	44	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.5.1	iPad	iOS 18.6	App Store search	No page		MY	2	302	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.5.1	iPhone	iOS 18.6	Web referrer	Product page		JP	1	4	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.5.2	iPhone	iOS 18.6	App Store search	No page		RO	1	17	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.2	iPhone	iOS 18.6	App Store search	No page		JP	1	9	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.2	iPhone	iOS 18.6	App referrer	No page		US	3	87	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.3	iPhone	iOS 16.1	App Store search	No page		GB	4	57	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.3	iPhone	iOS 16.1	App referrer	Product page		JP	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.3	iPhone	iOS 16.2	App Store search	No page		OM	2	17	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.6	iPhone	iOS 18.3	Web referrer	Product page		JP	2	69	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.6	iPhone	iOS 18.5	App Store search	No page		JP	1	49	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.6	iPhone	iOS 18.5	App Store search	No page		KR	1	8	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.7	iPhone	iOS 16.2	App Store search	Product page		JP	1	10	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.8	iPhone	iOS 16.3	App Store search	No page		KR	4	23	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.8	iPhone	iOS 16.4	Web referrer	Product page		JP	2	36	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.8	iPhone	iOS 17.4	App Store search	Product page		US	3	38	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.8	iPhone	iOS 18.3	Web referrer	Product page		JP	1	19	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.8	iPhone	iOS 18.6	App Store search	No page		JP	3	77	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.8	iPhone	iOS 18.6	App Store search	No page		PL	2	132	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.6.8	iPhone	iOS 18.6	App Store search	No page		US	8	101	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPad	iOS 18.5	App Store search	No page		US	2	13	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 14.8	App Store search	No page		IE	5	282	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.0	App Store search	No page		KR	4	88	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.1	App Store search	No page		US	36	1221	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.3	App Store search	No page		VN	1	2	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.4	App Store search	No page		NL	2	52	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.6	App Store search	No page		NG	1	3	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.6	App referrer	Store sheet		TH	1	11	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.6	Web referrer	Product page		JP	17	133	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.7	App Store search	No page		ID	8	322	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.7	App Store search	No page		TR	2	5	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.7	App Store search	No page		US	1	35	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.7	App Store search	Product page		US	1	15	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.7	App referrer	Store sheet		JP	2	28	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 16.7	Web referrer	Product page		US	2	26	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 17.2	Web referrer	Product page		GB	2	8	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 17.5	App Store search	No page		US	5	33	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 17.5	Web referrer	Product page		US	1	19	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 17.6	App Store search	No page		US	2	75	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 17.6	App Store search	Product page		US	1	25	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 17.6	App referrer	Product page		US	1	10	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 17.7	App Store search	Product page		US	2	9	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.0	App Store search	No page		KR	3	767	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.1	App Store search	No page		PH	1	13	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.2	App Store search	Product page		TH	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.3	App Store search	No page		TR	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.3	App Store search	No page		US	1	8	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.4	App Store search	No page		NL	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.4	App Store search	No page		US	11	953	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.5	App Store search	No page		CA	67	2304	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.5	App Store search	No page		ID	306	10609	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.5	App Store search	No page		JP	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.5	App Store search	No page		KR	8	159	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.5	App Store search	No page		SG	21	443	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.5	App Store search	No page		US	25	598	5
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.5	App Store search	Product page		GB	30	467	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.5	App referrer	Product page		GB	1	11	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.5	App referrer	Product page		US	21	3676	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.6	App Store search	No page		BR	67	534	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.6	App Store search	No page		GB	30	1283	3
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.6	App Store search	No page		JP	2	14	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.6	App Store search	No page		MY	2	133	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.6	App Store search	No page		NO	3	49	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.6	App Store search	No page		US	116	11159	4
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.6	App Store search	Product page		US	1	23	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.6	App referrer	Product page		JP	4	48	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.6	Web referrer	Product page		JP	12	486	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	5.7.2	iPhone	iOS 18.6	Web referrer	Product page		US	1	10	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.0	iPhone	iOS 17.6	App Store search	No page		US	1	7	
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.10	iPhone	iOS 16.7	App Store search	No page		CA	8	155	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.10	iPhone	iOS 17.5	App Store search	No page		NG	4	118	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.10	iPhone	iOS 17.7	Web referrer	Product page		RU	1	55	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.10	iPhone	iOS 18.3	App Store search	No page		GB	1	46	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.10	iPhone	iOS 18.5	App Store search	No page		TH	20	294	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.10	iPhone	iOS 18.6	App Store search	No page		US	10	720	3
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.11	iPhone	iOS 16.7	App Store search	No page		TH	3	39	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.11	iPhone	iOS 18.5	App Store search	No page		ID	3	667	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.11	iPhone	iOS 18.5	App Store search	No page		TR	7	176	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.11	iPhone	iOS 18.5	App referrer	Store sheet		US	61	1700	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.11	iPhone	iOS 18.6	App Store browse	Product page		GB	1	14	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.11	iPhone	iOS 18.6	App Store search	No page		CA	17	81	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.11	iPhone	iOS 18.6	App Store search	No page		JP	1	23	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.11	iPhone	iOS 18.6	App Store search	Product page		SG	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.11	iPhone	iOS 18.6	Web referrer	Product page		JP	2	64	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.12	iPhone	iOS 17.6	App Store search	No page		US	16	693	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.12	iPhone	iOS 18.1	App Store search	No page		SG	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.12	iPhone	iOS 18.2	App Store search	No page		LB	11	85	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.12	iPhone	iOS 18.4	App Store search	No page		KR	3	57	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.12	iPhone	iOS 18.5	App Store search	No page		IN	5	177	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.12	iPhone	iOS 18.5	Web referrer	Product page		SA	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.12	iPhone	iOS 18.6	App referrer	Store sheet		VN	41	1468	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.12	iPhone	iOS 18.6	Web referrer	Product page		JP	7	270	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.13	iPhone	iOS 18.4	App referrer	Product page		JP	18	93	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.13	iPhone	iOS 18.5	App Store search	No page		IN	1	35	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.14	iPhone	iOS 15.8	App Store search	No page		TH	19	366	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.14	iPhone	iOS 17.3	App Store search	Product page		ID	5	713	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.14	iPhone	iOS 17.6	App Store search	No page		US	4	57	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.14	iPhone	iOS 18.2	App Store search	No page		TR	2	2	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.14	iPhone	iOS 18.5	App Store search	No page		JP	41	885	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.14	iPhone	iOS 18.6	App Store search	No page		US	3	199	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.14	iPhone	iOS 18.6	App Store search	Product page		US	2	85	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.16	iPhone	iOS 16.3	App Store search	No page		PH	1	8	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.16	iPhone	iOS 18.1	App Store search	No page		AU	3	62	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.16	iPhone	iOS 18.5	App Store search	No page		US	1	15	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.16	iPhone	iOS 18.6	App Store search	No page		ID	3	394	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.17	iPhone	iOS 18.5	App Store search	No page		US	2	29	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.17	iPhone	iOS 18.5	App Store search	Product page		JP	4	26	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.17	iPhone	iOS 18.5	App referrer	Store sheet		GT	1	2	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.17	iPhone	iOS 18.6	App Store search	No page		IN	1	28	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.17	iPhone	iOS 18.6	App referrer	Product page		JP	1	326	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.17	iPhone	iOS 18.6	App referrer	Store sheet		JP	1	14	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.17	iPhone	iOS 18.6	Web referrer	Product page		DE	22	501	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.18	iPhone	iOS 16.1	App referrer	Product page		CA	4	910	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.18	iPhone	iOS 16.6	App referrer	Store sheet		KH	5	169	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.18	iPhone	iOS 18.1	App Store search	Product page		NG	1	2	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.18	iPhone	iOS 18.5	App Store search	No page		PH	1	12	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.18	iPhone	iOS 18.5	App Store search	No page		US	1	2	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.18	iPhone	iOS 18.5	App Store search	Product page		BR	3	351	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.18	iPhone	iOS 18.6	App Store search	No page		DE	2	110	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.18	iPhone	iOS 18.6	App Store search	No page		US	3	132	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 16.3	App Store search	No page		JO	17	460	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 16.3	App Store search	No page		MX	1	18	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 16.7	App Store search	No page		JP	9	608	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 16.7	App Store search	No page		US	2	2	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 16.7	App referrer	Product page		TR	2	19	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 16.7	Web referrer	Product page		BG	2	5	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 16.7	Web referrer	Product page		JP	2	3	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 17.5	App Store search	No page		US	169	29833	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 18.3	App Store search	Product page		JP	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 18.4	App Store search	No page		ES	4	159	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 18.5	App Store search	No page		AU	1	23	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 18.5	App Store search	No page		CA	1	185	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 18.5	App Store search	No page		ES	1	39	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 18.5	App Store search	No page		FR	2	11	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 18.5	App Store search	No page		US	2	47	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 18.6	App Store search	No page		AE	1	7	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 18.6	App Store search	No page		DE	1	21	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 18.6	App Store search	No page		IN	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 18.6	App Store search	No page		IT	8	201	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.19	iPhone	iOS 18.6	App referrer	Product page		US	4	49	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 16.7	App Store search	No page		US	1	2	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 16.7	Web referrer	Product page		US	21	1766	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.2	App Store search	No page		US	1	2	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.4	App Store search	No page		FR	8	1042	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	App Store search	No page		AU	1	10	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	App Store search	No page		BR	1	9	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	App Store search	No page		CH	10	500	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	App Store search	No page		ID	1	16	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	App Store search	No page		IN	2	11	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	App Store search	No page		JP	2	55	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	App Store search	No page		KZ	2	17	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	App Store search	No page		NL	11	157	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	App Store search	No page		US	74	2828	3
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	App Store search	Product page		US	1	2	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	App referrer	No page		FR	4	57	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	Web referrer	Product page		GB	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.5	Web referrer	Product page		JP	1	6	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.6	App Store search	No page		RU	52	970	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.6	App Store search	No page		US	10	163	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.20	iPhone	iOS 18.6	Web referrer	Product page		NL	21	263	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPad	iOS 17.7	App referrer	No page		US	4	19080	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 16.3	App Store search	Product page		US	10	1450	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 16.7	App Store search	No page		US	2	50	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 16.7	App Store search	Product page		PH	1	25	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 16.7	App referrer	Store sheet		US	4	118	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 16.7	Web referrer	Product page		US	24	2337	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 17.6	App Store search	Product page		US	1	223	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 17.7	App Store search	No page		US	8	516	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.3	App Store search	No page		US	2	52	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.4	App Store search	No page		GR	1	5	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.4	App Store search	No page		KH	1	8	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.4	App Store search	No page		UA	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.4	App Store search	No page		US	3	34	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.4	App Store search	Product page		US	2	5	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.5	App Store browse	Product page		NL	4	89	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.5	App Store search	No page		DE	1	3	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.5	App Store search	No page		JP	3	58	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.5	App Store search	No page		KR	1	36	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.5	App Store search	No page		NL	19	328	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.5	App Store search	No page		SE	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.5	App Store search	No page		SG	1	3	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.5	App Store search	No page		TR	1	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	6.0.21	iPhone	iOS 18.5	App Store search	No page		US	17	816	7
