Date	App Name	App Apple Identifier	Event	Download Type	App Version	Device	Platform Version	Source Type	Page Type	App Download Date	Territory	Counts	Unique Devices
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App referrer	Product page		GB	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App referrer	Product page		SA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App referrer	Product page		US	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App referrer	Store sheet		EE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App referrer	Store sheet		JP	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	Unavailable	No page		BE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	Web referrer	Product page		FR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	Web referrer	Product page		GB	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	Web referrer	Product page		JP	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	Web referrer	Product page		MX	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	Web referrer	Product page		UA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	Web referrer	Product page		US	5	5
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	Web referrer	Product page		VN	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store browse	No page		GB	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store browse	No page		MY	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store browse	No page		NG	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store browse	No page		US	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store browse	Product page		GB	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store browse	Product page		GH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store browse	Product page		TR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store browse	Product page		US	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store browse	Store sheet		JP	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		AE	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		AL	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		AU	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		BG	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		BH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		CA	9	9
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		CH	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		DE	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		ES	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		FR	4	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		GB	7	7
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		GE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		ID	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		IL	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		IT	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		JO	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		JP	11	11
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		KR	4	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		KZ	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		LB	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		MK	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		MY	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		NG	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		NI	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		NL	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		PH	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		PL	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		PT	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		QA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		RO	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		RU	4	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		SA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		SG	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		TH	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		TR	7	7
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		UA	6	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		US	109	109
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		VN	7	7
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		XK	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page	2025-08-13	TW	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		CA	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		JP	4	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		KR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		LB	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		PL	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		US	11	11
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	Product page	2025-08-16	ID	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	No page		US	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	No page	2025-07-27	US	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Product page		GB	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Product page		IT	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Product page		JP	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Product page		KR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Product page		TH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Product page		US	14	14
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Store sheet		GB	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Store sheet		JP	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Store sheet		RU	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Store sheet		TH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Store sheet		UA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Store sheet		US	5	5
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Store sheet		VN	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	No page		DE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		AU	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		DE	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		GB	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		GR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		IL	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		JP	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		PT	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		SE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		SG	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		UA	4	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		US	17	17
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Store sheet		GB	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store browse	No page		US	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store browse	Store sheet		US	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		AU	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		CA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		CH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		DE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		GB	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		IN	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		NL	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		NO	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		RU	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		TR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		TW	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		US	17	17
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		VN	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	Product page		ES	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	Product page		IN	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	Product page		SN	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	Product page		US	5	5
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App referrer	Product page		JP	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App referrer	Product page		US	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App referrer	Store sheet		SG	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App referrer	Store sheet		US	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App referrer	Store sheet		VN	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	Web referrer	Product page		AU	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	Web referrer	Product page		DE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	Web referrer	Product page		JP	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	Web referrer	Product page		RO	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	Web referrer	Product page		US	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	Web referrer	Product page	2025-07-28	DE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store browse	Product page		KZ	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		AU	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		BM	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		CO	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		DE	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		GB	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		ID	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		JO	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		KH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		KR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		MK	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		MN	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		MX	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		PH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		PL	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		RU	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		SA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		SI	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		TH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		UA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		US	14	13
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page	2025-07-20	UA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	Product page		DE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	Product page		JP	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App referrer	Product page		JP	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	Web referrer	No page		AT	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	Web referrer	Product page		JP	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	Web referrer	Product page		TW	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	Web referrer	Product page		VN	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store browse	No page		RO	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store browse	Product page		AU	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store browse	Store sheet		US	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		AE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		AU	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		BE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		BG	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		BR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		BY	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		CA	8	8
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		CH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		CZ	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		DE	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		ES	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		FI	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		FR	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		GB	6	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		GE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		ID	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		IE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		IN	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		JP	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		KR	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		MK	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		NG	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		NZ	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		PT	2	2
