Date	App Name	App Apple Identifier	Event	Download Type	App Version	Device	Platform Version	Source Type	Page Type	App Download Date	Territory	Counts	Unique Devices
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		CO	4	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		CR	5	5
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		CY	19	19
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		CZ	10	10
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		DE	174	174
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		DK	30	29
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		DO	6	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		EE	6	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		EG	6	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		ES	69	69
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		FI	9	9
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		FR	159	158
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		GB	652	652
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		GD	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		GE	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		GH	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		GM	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		GR	31	31
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		GT	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		HK	5	5
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		HN	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		HR	10	10
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		HU	14	14
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		ID	28	28
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		IE	38	38
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		IL	25	25
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		IN	64	64
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		IQ	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		IS	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		IT	92	92
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		JM	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		JO	7	7
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		JP	539	537
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		KE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		KH	19	19
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		KR	201	201
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		KW	16	16
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		KZ	8	8
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		LB	4	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		LK	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		LT	8	8
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		LU	8	8
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		LV	8	8
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		LY	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		MA	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		MD	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		MK	6	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		MT	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		MV	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		MX	32	32
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		MY	61	61
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		NA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		NG	30	30
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		NL	159	159
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		NO	31	31
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		NZ	12	12
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		OM	7	7
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		PA	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		PE	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		PH	57	57
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		PK	13	13
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		PL	40	40
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		PT	39	39
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		PY	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		QA	4	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		RO	52	52
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		RS	4	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		RU	72	72
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		RW	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		SA	47	47
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		SC	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		SE	51	51
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		SG	45	45
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		SI	18	18
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		SK	10	10
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		SV	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		SZ	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		TH	102	102
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		TR	127	127
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		TW	11	11
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		TZ	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		UA	72	72
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		UG	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		US	4837	4836
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		UZ	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		VN	53	53
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		XK	11	11
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		ZA	32	32
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		ZM	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		ZW	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-07-20	MY	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-07-20	PL	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-07-20	US	5	5
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-07-21	TH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-07-21	US	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-04	AU	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-04	CH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-04	DE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-04	NL	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-04	PK	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-05	UA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-06	IT	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-06	UA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-06	US	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-07	JP	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-07	RO	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-07	TR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-07	US	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-08	CA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-08	CH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-08	RU	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-08	US	5	5
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-09	BR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-09	ID	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-09	TH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-10	AT	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-10	IQ	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-10	IT	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-10	RU	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-10	US	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-12	IL	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-12	TW	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-12	US	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-13	PK	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-13	US	4	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-14	AE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-14	CA	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-14	DK	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-14	GH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-14	JP	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-14	NG	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-14	US	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-15	ES	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-15	UA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-15	US	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-16	CA	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-16	CZ	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-16	ID	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-16	NL	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-16	TR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-16	US	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-17	IT	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-17	RU	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page	2025-08-17	TR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		AE	6	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		AL	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		AR	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		AT	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		AU	13	13
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		AZ	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		BE	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		BG	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		BH	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		BJ	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		BR	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		BY	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		CA	33	33
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		CH	5	5
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		CZ	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		DE	26	26
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		DK	7	7
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		DZ	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		EE	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		EG	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		ES	7	7
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		FI	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		FR	20	20
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		GB	55	55
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		GR	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		HK	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		HR	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		ID	5	5
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		IE	2	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		IL	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		IN	8	8
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		IT	8	8
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		JM	1	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		JP	109	108
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		KH	3	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		KR	27	27
