Date	App Name	App Apple Identifier	Download Type	App Version	Device	Platform Version	Source Type	Page Type	Pre-Order	Territory	Counts
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.0	App referrer	Store sheet		ES	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.4	App referrer	Store sheet		JP	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store browse	Product page		JP	11
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App referrer	Product page		SA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.3	App referrer	Store sheet		RU	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.5	App referrer	Store sheet		US	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.4	App referrer	Store sheet		ID	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.7	App referrer	Store sheet		GB	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	No page		TJ	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.6	Web referrer	Product page		GB	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.2	App Store search	No page		GB	5
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.7	Web referrer	Product page		BE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App referrer	Store sheet		ZA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.5	App Store browse	Product page		US	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.3	Web referrer	Product page		JP	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 17.2	App referrer	Product page		AU	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.7	App Store search	No page		PL	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.1	Web referrer	Product page		CZ	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App referrer	Product page		JM	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.3	App referrer	Product page		SG	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	First-time download	6.1.7	iPhone	iOS 18.5	App Store search	Product page		PK	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		KR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.4	App Store browse	No page		JP	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 15.8	App Store search	No page		MX	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.6	iPad	iOS 18.5	App Store search	No page		TH	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.3	App Store search	No page		CY	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		PL	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.6	iPhone	iOS 18.2	App Store search	No page		US	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.2	App Store search	No page		IE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App referrer	No page		JP	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.3	App Store search	Product page		IT	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		NO	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App Store browse	No page		BG	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.5	App Store search	No page		GB	29
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	No page		SA	23
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPad	iOS 16.7	App Store search	No page		JP	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.0	App Store search	No page		VN	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 15.8	App referrer	Product page		BE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.5	App Store search	No page		KR	20
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.3	App Store search	No page		CO	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App referrer	Store sheet		CA	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		AU	26
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.6	App Store search	Product page		ZA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store search	No page		CO	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App referrer	Store sheet		SA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	App Store search	No page		AE	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store search	No page		PA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store search	No page		BG	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.2	App Store search	Product page		TW	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	App Store browse	No page		NG	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	First-time download	6.1.7	iPhone	iOS 18.6	App Store search	No page		DK	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.4	App Store browse	No page		AU	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.5	App Store search	No page		AE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store search	No page		ID	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.1	App Store browse	No page		GR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.3	App Store search	No page		FR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.0	App referrer	Product page		SA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	App Store search	No page		DE	5
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.4	Web referrer	Product page		GB	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.6	App Store browse	Store sheet		GB	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	Desktop	macOS 15.6	App Store search	No page		AE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	App Store search	No page		CY	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 26.0	Web referrer	Product page		GB	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.0	App Store search	No page		PT	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPad	iOS 18.6	App referrer	Store sheet		AT	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	No page		QA	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.1	App Store search	No page		PA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.3	Web referrer	Product page		PT	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App referrer	Store sheet		SI	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.3	Web referrer	Product page		CH	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.3	iPhone	iOS 16.7	App Store search	Product page		US	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	Product page		IT	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 26.0	App Store search	No page		ZA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 17.5	App Store search	No page		RU	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.5	App Store browse	No page		US	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		BE	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.0	App Store search	No page		BE	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Restore	6.1.7	iPhone	iOS 18.5	App referrer	Product page		US	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	No page		UZ	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 16.0	App Store browse	Product page		AU	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.1	iPhone	iOS 18.1	App Store search	No page		TH	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.3	App Store search	No page		AU	7
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.0	Web referrer	Product page		FR	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPad	iOS 18.6	Web referrer	Product page		JP	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.5	App Store search	No page		MX	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App referrer	No page		DE	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	Web referrer	Product page		HU	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	Web referrer	Product page		JP	8
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		US	56
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.3	App Store search	No page		CH	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.0	App Store search	No page		VN	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	Desktop	macOS 12.0	App Store search	No page		JP	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App referrer	Store sheet		JO	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.1	App Store search	No page		ZA	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.3	App Store search	No page		JO	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		MY	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store search	No page		BE	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store search	No page		ES	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	App Store browse	Store sheet		VN	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Redownload	6.1.7	iPhone	iOS 18.6	App Store search	No page		TR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.3	Web referrer	Product page		JP	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 15.8	App Store search	No page		CA	7
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.3	App Store search	No page		TH	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.1	Web referrer	Product page		SA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.6	App Store search	No page		FI	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		TR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.5	Web referrer	Product page		MO	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.6	Web referrer	Product page		DE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	First-time download	6.1.7	iPhone	iOS 18.5	Web referrer	Product page		FR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	Web referrer	Product page		CY	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	App Store search	Product page		PT	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.5	App Store search	Product page		GB	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.3	Web referrer	Product page		RU	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.4	App Store search	No page		BY	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.6	App referrer	Product page		SG	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App referrer	Product page		UA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 26.0	App Store search	No page		KE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	Web referrer	No page		CA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App referrer	Store sheet		HN	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	Product page		JP	31
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.4	App Store search	No page		NL	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App referrer	Product page		KH	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.5	Web referrer	Product page		US	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.6	iPhone	iOS 16.7	App Store search	No page		NG	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store browse	No page		IT	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.3	App Store search	Product page		JP	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.3	App Store search	No page		MY	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	App Store browse	No page		BH	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App Store browse	Product page		NL	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store browse	No page		TH	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 15.8	App Store browse	Product page		DE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.2	App Store search	Product page		EE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.5	App Store search	Product page		GB	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	Web referrer	Product page		CA	26
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	App Store search	No page		RU	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store search	No page		SG	49
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	App Store search	No page		JP	14
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	Web referrer	Product page		TH	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.6	App Store search	Product page		DE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store browse	No page		CH	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.3	App Store search	No page		BR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	App referrer	Product page		US	21
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App referrer	Store sheet		KR	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.5	App Store browse	No page		TW	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.7	App Store search	No page		JP	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App referrer	Product page		BR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	First-time download	6.1.7	iPhone	iOS 18.6	App referrer	Store sheet		DE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store browse	Product page		BR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	No page		AE	40
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store browse	Store sheet		AU	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App referrer	No page		IN	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.5	App referrer	Product page		AE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 15.8	App Store search	No page		ID	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.5	App Store search	No page		QA	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store search	No page		HK	12
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.3	App Store search	No page		MY	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.5	App Store search	No page		RO	5
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.3	App Store search	No page		JP	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	Web referrer	Product page		PH	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.4	App referrer	Product page		JP	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.4	App referrer	Store sheet		VN	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.5	App Store search	No page		TW	7
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.5	App referrer	No page		ES	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.3	App Store search	No page		FR	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.1	App referrer	Store sheet		JP	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.6	Web referrer	Product page		SA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.6	Web referrer	Product page		AT	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.6	iPhone	iOS 16.7	Web referrer	Product page		DO	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store browse	Product page		PH	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Redownload	6.1.7	iPhone	iOS 15.8	App referrer	Store sheet		VN	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.6	iPad	iOS 18.3	Web referrer	Product page		JP	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Redownload	6.1.7	iPhone	iOS 18.5	App Store browse	No page		IN	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App referrer	No page		NZ	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.7	App Store search	No page		SA	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	Web referrer	Product page		TJ	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.2	App Store search	No page		AE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	App referrer	Product page		CA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Redownload	6.1.7	iPhone	iOS 18.5	App Store search	No page		TZ	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.2	App Store search	No page		MY	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.5	Web referrer	Product page		SG	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	App referrer	Product page		FR	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPad	iOS 18.5	App Store search	Product page		US	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.7	Web referrer	Product page		JP	13
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App referrer	Product page		GB	29
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		HR	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.0	App Store search	No page		CH	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.5	App Store search	No page		VN	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	Web referrer	Product page		FR	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.3	App Store search	No page		AT	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App referrer	Store sheet		IE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.5	App Store search	Product page		TR	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.4	App referrer	Product page		BR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	Web referrer	Product page		DE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.3	Web referrer	Product page		SA	1
