Date	App Name	App Apple Identifier	Download Type	App Version	Device	Platform Version	Source Type	Page Type	Pre-Order	Territory	Counts
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.5	App Store browse	No page		US	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.0	App referrer	Store sheet		RU	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.5	Web referrer	Product page		JP	10
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	Web referrer	Product page		VN	4
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	App Store search	No page		UA	9
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store browse	No page		JP	15
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.7	App Store search	No page		DE	14
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.1	App Store search	No page		VN	2
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.4	App referrer	Product page		DE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.1	Web referrer	Product page		JP	4
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.6	iPhone	iOS 15.8	App Store search	No page		IN	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 15.6	App Store search	Product page		US	3
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		TH	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.4	App Store search	No page		US	9
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.6	App Store browse	No page		US	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.2	App Store browse	Product page		US	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		MM	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	Web referrer	Product page		TW	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.2	App Store browse	Store sheet		US	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store search	No page		AU	31
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	App Store search	No page		SG	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.3	App Store search	No page		BR	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.0	App Store search	Product page		RU	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.1	App Store search	No page		ES	3
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 14.1	App Store search	Product page		VN	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.6	App referrer	Product page		AU	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	No page		ID	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.3	App Store search	No page		NG	3
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.5	App Store search	No page		ML	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.3	Web referrer	Product page		KR	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.1	App Store search	No page		CH	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.5	Web referrer	Product page		BE	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	App Store search	Product page		IT	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.5	App Store search	No page		VN	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 15.5	App Store search	Product page		FR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 26.0	App referrer	Store sheet		CA	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Redownload	6.1.7	iPhone	iOS 16.7	App Store search	No page		US	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 15.8	App Store search	No page		US	3
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store browse	No page		IE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 26.0	App Store search	No page		NG	3
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App referrer	Store sheet		AI	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.0	App referrer	Product page		MD	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 14.2	Web referrer	Product page		US	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.3	App Store search	Product page		SI	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.5	App Store search	No page		RO	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.5	App Store search	No page		KW	2
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.4	App Store search	No page		SG	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	App Store search	No page		CO	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		SK	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	Web referrer	Product page		DZ	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.3	Web referrer	Product page		PK	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Restore	6.1.7	iPhone	iOS 18.6	App Store search	No page		MY	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Redownload	6.1.7	iPhone	iOS 18.6	App Store search	No page		DE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.7	App Store search	No page		SI	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store search	No page		KW	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.4	App Store search	No page		SI	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.3	App Store search	No page		IT	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.5	App Store search	No page		MD	2
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.5	App Store browse	No page		UA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	First-time download	6.1.7	iPhone	iOS 16.7	App Store search	Product page		ZW	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.1	App Store search	No page		NO	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPad	iOS 16.7	Web referrer	Product page		KR	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 15.5	Web referrer	Product page		JP	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Redownload	6.1.7	iPhone	iOS 18.6	App Store search	No page		UA	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App referrer	Store sheet		RO	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		RO	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		ES	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.6	App Store search	No page		ZA	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.1	App Store search	No page		US	6
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 15.6	App referrer	Product page		JP	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.5	App Store search	No page		GB	17
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.7	App Store search	No page		ID	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.0	App Store search	Product page		US	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.0	App Store search	No page		NL	2
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.5	App Store search	No page		AR	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.4	App Store search	No page		BR	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.6	App referrer	Product page		GB	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.5	App Store search	No page		PH	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	App Store search	Product page		NG	7
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store browse	Product page		AU	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.4	App Store search	No page		DE	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	No page		DE	69
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	App Store search	No page		FR	8
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store search	No page		TW	2
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	App Store search	No page		KH	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.6	App Store search	No page		VN	7
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		SA	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.1	App Store search	No page		TH	3
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	First-time download	6.1.7	iPhone	iOS 26.0	App Store search	No page		US	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store browse	Store sheet		US	2
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 12.5	App Store search	No page		DE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.6	App Store browse	Product page		AT	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	App Store search	Product page		UZ	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store browse	No page		US	105
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.1	App Store browse	Product page		JP	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	First-time download	6.1.7	iPhone	iOS 18.6	Web referrer	Product page		RU	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	App Store search	No page		CA	14
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	App Store browse	No page		US	4
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.5	App Store search	No page		NZ	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	App Store search	Product page		JP	7
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	App referrer	Product page		GB	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	Web referrer	Product page		JM	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.0	App Store search	No page		KR	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		US	4
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.5	App Store search	No page		ID	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	No page		SE	16
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Redownload	6.1.7	iPhone	iOS 15.0	App Store search	No page		NZ	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.7	App Store search	No page		AU	12
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.2	App referrer	Product page		JP	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.3	Web referrer	Product page		SG	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	App referrer	Store sheet		CH	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.0	App referrer	Product page		US	3
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 15.5	App Store search	No page		GB	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	Web referrer	Product page		FR	4
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.6	App Store search	No page		SG	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	App Store search	Product page		CA	7
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.6	App Store search	Product page		CA	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.0	App Store search	No page		MY	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	App Store search	No page		KW	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.2	App referrer	Product page		UA	2
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.0	App Store search	No page		IL	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	Product page		CA	17
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App referrer	Product page		AU	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App referrer	Product page		UA	5
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.3	App referrer	Store sheet		US	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	App Store search	Product page		US	11
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	No page		EG	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	App Store browse	No page		FR	2
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	Web referrer	Product page		LT	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Redownload	6.1.7	iPhone	iOS 16.7	App Store browse	No page		GB	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.1	App Store search	No page		SG	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.5	iPhone	iOS 18.5	App Store search	No page		GB	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.4	App Store search	No page		KW	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.3	App Store search	No page		JP	5
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App referrer	Product page		MY	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	Product page		XK	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		CH	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	Web referrer	Product page		GB	8
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.5	App Store search	No page		NL	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.2	App Store search	No page		VN	3
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store search	No page		IE	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.7	Web referrer	Product page		GH	2
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.4	App Store search	Product page		ID	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 14.7	App Store search	No page		GB	2
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Redownload	6.1.7	iPhone	iOS 18.6	App Store browse	No page		NG	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 26.0	App Store search	No page		CO	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.1	Web referrer	Product page		NG	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store browse	No page		PK	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPad	iOS 26.0	App Store search	No page		FR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App referrer	No page		VN	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.0	App Store search	No page		MY	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.0	App Store search	No page		US	30
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	No page		IT	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.6	iPhone	iOS 16.7	Web referrer	Product page		DK	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store search	No page		GE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App Store browse	Product page		HR	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.4	iPad	iOS 18.5	App Store search	No page		ES	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.1	App Store search	No page		KR	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store search	No page		KR	8
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.1	App Store browse	No page		AE	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.4	App Store search	No page		US	13
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.0	App Store search	No page		NL	7
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.5	App Store browse	No page		US	4
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 15.8	Web referrer	Product page		MY	2
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		FR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.5	Web referrer	Product page		SI	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App Store browse	No page		JP	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.5	App Store search	Product page		AU	16
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.1	App Store search	No page		FR	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Restore	6.1.7	iPhone	iOS 18.5	App Store search	Product page		NL	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Restore	6.1.7	iPhone	iOS 18.6	App Store search	No page		US	21
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.6	iPhone	iOS 16.0	App Store search	Product page		JP	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.7	App Store search	No page		TH	2
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.7	App Store browse	No page		FR	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Restore	6.1.7	iPhone	iOS 18.5	App Store search	No page		EE	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 15.8	App Store search	No page		DK	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.1	App Store search	No page		US	31
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.4	App Store search	No page		VN	5
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.0	App Store search	Product page		TH	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.5	App Store search	No page		IE	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 16.7	App Store search	No page		DE	7
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.2	App Store search	No page		AE	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		AF	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 18.6	App referrer	Product page		PH	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.5	App Store search	No page		FI	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 16.3	Web referrer	Product page		MX	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	App referrer	No page		US	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 15.6	Web referrer	Product page		IE	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Manual update	6.1.7	iPhone	iOS 18.6	App referrer	Product page		JP	11
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store search	Product page		ES	4
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		NL	3
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Restore	6.1.7	iPhone	iOS 18.5	App Store search	No page		NL	1
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 15.8	Web referrer	Store sheet		GB	1
2025-08-19	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPad	iOS 17.6	App Store search	Product page		US	3
2025-08-20	Bitrue - Buy BTC XRP & Crypto	1435877386	Auto-update	6.1.7	iPhone	iOS 18.6	App Store search	No page		TW	3
